ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,Scores,Winner1,Loser1
2,Doha,Qatar Exxon Mobil Open,2019-01-04,ATP250,Outdoor,Hard,Semifinals,3.0,Berdych T.,Cecchinato M.,71.0,20.0,715.0,1819.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.5,2.83,1.56,3.03,1.45,2.78,7-6 6-3,Tomas Berdych,Marco Cecchinato
2,Doha,Qatar Exxon Mobil Open,2019-01-04,ATP250,Outdoor,Hard,Semifinals,3.0,Bautista Agut R.,Djokovic N.,24.0,1.0,1605.0,9045.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,5.0,1.16,5.22,1.21,5.4,1.21,4.95,1.18,3-6 7-6 6-4,Roberto Bautista Agut,Novak Djokovic
3,Pune,Maharashtra Open,2019-01-04,ATP250,Outdoor,Hard,Semifinals,3.0,Karlovic I.,Darcis S.,100.0,,589.0,,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.5,1.55,2.66,1.6,2.68,1.53,2.53,7-6 4-6 6-3,Ivo Karlovic,Steve Darcis
3,Pune,Maharashtra Open,2019-01-05,ATP250,Outdoor,Hard,The Final,3.0,Anderson K.,Karlovic I.,6.0,100.0,4710.0,589.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.28,3.75,1.3,3.99,1.3,4.25,1.27,3.83,7-6 6-7 7-6,Keith Anderson,Ivo Karlovic
1,Brisbane,Brisbane International,2019-01-05,ATP250,Outdoor,Hard,Semifinals,3.0,Medvedev D.,Tsonga J.W.,16.0,239.0,1977.0,200.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.71,2.3,1.79,2.46,1.67,2.23,7-6 6-2,Daniil Medvedev,Jo-Wilfried Tsonga
2,Doha,Qatar Exxon Mobil Open,2019-01-05,ATP250,Outdoor,Hard,The Final,3.0,Bautista Agut R.,Berdych T.,24.0,71.0,1605.0,715.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.37,1.6,2.55,1.65,2.55,1.6,2.37,6-4 3-6 6-3,Roberto Bautista Agut,Tomas Berdych
1,Brisbane,Brisbane International,2019-01-05,ATP250,Outdoor,Hard,Semifinals,3.0,Nishikori K.,Chardy J.,9.0,40.0,3590.0,1050.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.2,5.3,1.2,5.8,1.17,5.11,6-2 6-2,Kei Nishikori,Jeremy Chardy
1,Brisbane,Brisbane International,2019-01-06,ATP250,Outdoor,Hard,The Final,3.0,Nishikori K.,Medvedev D.,9.0,16.0,3590.0,1977.0,6.0,4.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.57,2.37,1.66,2.4,1.67,2.54,1.6,2.36,6-4 3-6 6-2,Kei Nishikori,Daniil Medvedev
4,Auckland,ASB Classic,2019-01-06,ATP250,Outdoor,Hard,1st Round,3.0,Fritz T.,Copil M.,50.0,61.0,933.0,823.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.37,1.67,2.32,1.67,2.45,1.59,2.34,4-6 6-3 6-4,Thomas Fritz,Marius Copil
5,Sydney,Sydney International,2019-01-06,ATP250,Outdoor,Hard,1st Round,3.0,Thompson J.,Mannarino A.,72.0,41.0,715.0,1045.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.65,2.37,1.71,2.4,1.63,2.28,6-3 6-3,Jason Thompson,Adrian Mannarino
5,Sydney,Sydney International,2019-01-06,ATP250,Outdoor,Hard,1st Round,3.0,Klizan M.,Popyrin A.,40.0,149.0,1050.0,367.0,7.0,6.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.61,2.2,1.72,2.22,1.77,2.45,1.68,2.18,7-6 4-6 7-6,Martin Klizan,Alexei Popyrin
5,Sydney,Sydney International,2019-01-07,ATP250,Outdoor,Hard,1st Round,3.0,De Minaur A.,Lajovic D.,29.0,45.0,1253.0,1010.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.31,3.76,1.33,3.85,1.29,3.59,6-4 6-3,Alex De Minaur,Dusan Lajovic
5,Sydney,Sydney International,2019-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Opelka R.,Ramos-Vinolas A.,102.0,65.0,561.0,790.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.58,2.52,1.63,2.52,1.59,2.36,6-3 6-4,Reilly Opelka,Ramos-Vinolas A.
5,Sydney,Sydney International,2019-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Querrey S.,Jaziri M.,48.0,42.0,955.0,1042.0,6.0,1.0,4.0,1.0,,,,,,,1.0,0.0,Retired,1.33,3.25,1.35,3.44,1.45,3.46,1.36,3.16,6-1 4-1,Sam Querrey,Malek Jaziri
4,Auckland,ASB Classic,2019-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Mayer L.,Johnson S.,54.0,33.0,895.0,1190.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.62,1.55,2.75,1.57,2.56,1.51,7-5 6-3,Leonardo Mayer,Steve Johnson
5,Sydney,Sydney International,2019-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Nishioka Y.,Harrison R.,75.0,81.0,701.0,660.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.79,2.12,1.89,2.25,1.72,2.13,6-4 6-2,Yasuo Nishioka,Rolf Harrison
4,Auckland,ASB Classic,2019-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Struff J.L.,Djere L.,58.0,91.0,855.0,621.0,7.0,6.0,2.0,0.0,,,,,,,1.0,0.0,Retired,1.4,2.75,1.48,2.82,1.55,3.01,1.46,2.72,7-6 2-0,Jan Lennard Struff,Laslo Djere
4,Auckland,ASB Classic,2019-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Sousa J.,Shapovalov D.,44.0,27.0,1017.0,1440.0,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.4,2.9,1.46,2.98,1.53,2.71,1.47,4-6 6-4 6-4,Joao Sousa,Denis Shapovalov
4,Auckland,ASB Classic,2019-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Berrettini M.,Mcdonald M.,52.0,79.0,916.0,688.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.85,2.04,1.9,2.11,1.8,2.01,6-3 6-4,Matteo Berrettini,Mackenzie Mcdonald
5,Sydney,Sydney International,2019-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Andreozzi G.,Ebden M.,80.0,47.0,682.0,981.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,,,,,4.6,1.25,4.2,1.22,3-6 6-3 6-4,Guido Andreozzi,Matthew Ebden
4,Auckland,ASB Classic,2019-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Kohlschreiber P.,Klahn B.,34.0,76.0,1125.0,699.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.48,2.84,1.55,2.86,1.48,2.64,6-4 7-6,Philipp Kohlschreiber,Bradley Klahn
4,Auckland,ASB Classic,2019-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Sandgren T.,Marterer M.,63.0,70.0,814.0,732.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.63,1.54,2.65,1.6,2.48,1.54,6-3 6-4,Tennys Sandgren,Maximilian Marterer
4,Auckland,ASB Classic,2019-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Norrie C.,Paire B.,93.0,55.0,616.0,890.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.67,2.33,1.75,2.35,1.66,2.23,6-3 6-2,Cameron Norrie,Benoit Paire
5,Sydney,Sydney International,2019-01-08,ATP250,Outdoor,Hard,1st Round,3.0,Rublev A.,Pouille L.,84.0,30.0,655.0,1245.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.55,2.61,1.6,2.65,1.53,2.5,6-2 6-3,Andrey Rublev,Lucas Pouille
5,Sydney,Sydney International,2019-01-08,ATP250,Outdoor,Hard,1st Round,3.0,Millman J.,Tiafoe F.,38.0,39.0,1083.0,1080.0,4.0,6.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.53,2.37,1.67,2.33,1.72,2.45,1.61,2.33,4-6 7-6 7-5,Jess Millman,Frances Tiafoe
5,Sydney,Sydney International,2019-01-08,ATP250,Outdoor,Hard,1st Round,3.0,Fucsovics M.,Duckworth J.,35.0,238.0,1122.0,206.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.33,3.25,1.39,3.25,1.4,3.3,1.36,3.15,3-6 6-3 6-4,Marton Fucsovics,James Duckworth
5,Sydney,Sydney International,2019-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Thompson J.,Daniel T.,72.0,78.0,715.0,691.0,3.0,6.0,7.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.5,2.5,1.49,2.84,1.54,3.2,1.47,2.69,3-6 7-6 6-0,Jason Thompson,Taro Daniel
4,Auckland,ASB Classic,2019-01-08,ATP250,Outdoor,Hard,1st Round,3.0,Ferrer D.,Haase R.,124.0,49.0,460.0,940.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.74,2.2,1.85,2.25,1.72,2.12,6-2 6-1,David Ferrer,Robin Haase
4,Auckland,ASB Classic,2019-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Sandgren T.,Cecchinato M.,63.0,18.0,814.0,1889.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.66,2.37,1.67,2.4,1.63,2.28,6-3 6-3,Tennys Sandgren,Marco Cecchinato
4,Auckland,ASB Classic,2019-01-08,ATP250,Outdoor,Hard,2nd Round,3.0,Fritz T.,Isner J.,50.0,10.0,933.0,3155.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.53,1.59,2.59,1.65,2.4,1.58,7-6 7-6,Thomas Fritz,John Isner
4,Auckland,ASB Classic,2019-01-08,ATP250,Outdoor,Hard,1st Round,3.0,Humbert U.,Cuevas P.,98.0,90.0,584.0,630.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.65,2.37,1.67,2.4,1.61,2.32,7-5 6-1,Ugo Humbert,Pablo Cuevas
4,Auckland,ASB Classic,2019-01-08,ATP250,Outdoor,Hard,1st Round,3.0,Statham J.,Chung H.,360.0,25.0,56.0,1585.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,7.0,1.1,7.75,1.11,8.25,1.11,7.07,1.1,7-5 6-3,Jose Rubin Statham,Hong Chung
4,Auckland,ASB Classic,2019-01-08,ATP250,Outdoor,Hard,1st Round,3.0,Gojowczyk P.,Pella G.,60.0,66.0,830.0,790.0,6.0,1.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.72,2.0,1.79,2.13,1.8,2.15,1.76,2.06,6-1 3-6 6-2,Peter Gojowczyk,Guido Pella
5,Sydney,Sydney International,2019-01-08,ATP250,Outdoor,Hard,1st Round,3.0,Garcia-Lopez G.,Kudla D.,101.0,62.0,565.0,818.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.11,1.8,2.17,1.83,2.07,1.76,7-5 6-4,Guillermo Garcia Lopez,Denis Kudla
5,Sydney,Sydney International,2019-01-08,ATP250,Outdoor,Hard,1st Round,3.0,Seppi A.,Chardy J.,37.0,36.0,1100.0,1120.0,7.0,5.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.37,1.53,2.51,1.58,2.55,1.61,2.43,1.56,7-5 2-6 6-4,Andreas Seppi,Jeremy Chardy
5,Sydney,Sydney International,2019-01-09,ATP250,Outdoor,Hard,2nd Round,3.0,Nishioka Y.,Rublev A.,75.0,84.0,701.0,655.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.48,1.61,2.51,1.63,2.4,1.57,6-3 6-1,Yasuo Nishioka,Andrey Rublev
5,Sydney,Sydney International,2019-01-09,ATP250,Outdoor,Hard,2nd Round,3.0,Schwartzman D.,Garcia-Lopez G.,19.0,101.0,1880.0,565.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.58,2.54,1.67,2.55,1.58,2.4,6-2 6-3,Diego Schwartzman,Guillermo Garcia Lopez
5,Sydney,Sydney International,2019-01-09,ATP250,Outdoor,Hard,2nd Round,3.0,Seppi A.,Klizan M.,37.0,40.0,1100.0,1050.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.96,1.94,2.06,2.15,1.81,2.0,7-6 6-2,Andreas Seppi,Martin Klizan
5,Sydney,Sydney International,2019-01-09,ATP250,Outdoor,Hard,2nd Round,3.0,Tsitsipas S.,Andreozzi G.,15.0,80.0,2095.0,682.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.15,6.35,1.18,6.35,1.14,5.64,6-3 6-4,Stefanos Tsitsipas,Guido Andreozzi
5,Sydney,Sydney International,2019-01-09,ATP250,Outdoor,Hard,2nd Round,3.0,Millman J.,Fucsovics M.,38.0,35.0,1083.0,1122.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.12,1.81,2.2,1.9,2.07,1.76,6-3 6-4,Jess Millman,Marton Fucsovics
5,Sydney,Sydney International,2019-01-09,ATP250,Outdoor,Hard,2nd Round,3.0,De Minaur A.,Opelka R.,29.0,102.0,1253.0,561.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.37,3.4,1.33,6.25,1.17,5.39,6-4 7-6,Alex De Minaur,Reilly Opelka
5,Sydney,Sydney International,2019-01-09,ATP250,Outdoor,Hard,2nd Round,3.0,Simon G.,Querrey S.,31.0,48.0,1210.0,955.0,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.83,1.83,1.99,1.92,2.05,1.95,1.93,1.88,7-6 6-7 6-4,Germain Simon,Sam Querrey
4,Auckland,ASB Classic,2019-01-09,ATP250,Outdoor,Hard,Quarterfinals,3.0,Sandgren T.,Mayer L.,63.0,54.0,814.0,895.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.75,2.24,1.75,2.5,1.67,2.23,6-3 7-6,Tennys Sandgren,Leonardo Mayer
4,Auckland,ASB Classic,2019-01-09,ATP250,Outdoor,Hard,2nd Round,3.0,Struff J.L.,Statham J.,58.0,360.0,855.0,56.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.22,4.83,1.25,5.3,1.21,4.48,6-2 6-1,Jan Lennard Struff,Jose Rubin Statham
4,Auckland,ASB Classic,2019-01-09,ATP250,Outdoor,Hard,2nd Round,3.0,Carreno Busta P.,Ferrer D.,24.0,124.0,1705.0,460.0,1.0,1.0,,,,,,,,,0.0,0.0,Retired,2.37,1.53,2.76,1.51,2.76,1.6,2.53,1.52,1-1,Pablo Carreno Busta,David Ferrer
4,Auckland,ASB Classic,2019-01-09,ATP250,Outdoor,Hard,2nd Round,3.0,Norrie C.,Sousa J.,93.0,44.0,616.0,1017.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.56,2.6,1.63,2.6,1.57,2.4,7-6 6-4,Cameron Norrie,Joao Sousa
4,Auckland,ASB Classic,2019-01-09,ATP250,Outdoor,Hard,2nd Round,3.0,Kohlschreiber P.,Humbert U.,34.0,98.0,1125.0,584.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.61,2.48,1.67,2.5,1.59,2.36,6-4 6-4,Philipp Kohlschreiber,Ugo Humbert
4,Auckland,ASB Classic,2019-01-09,ATP250,Outdoor,Hard,2nd Round,3.0,Fognini F.,Gojowczyk P.,13.0,60.0,2315.0,830.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.53,2.37,1.64,2.42,1.67,2.45,1.61,2.32,6-2 3-6 7-6,Fabio Fognini,Peter Gojowczyk
4,Auckland,ASB Classic,2019-01-09,ATP250,Outdoor,Hard,2nd Round,3.0,Mayer L.,Berrettini M.,54.0,52.0,895.0,916.0,5.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.5,2.44,1.63,2.56,1.65,2.4,1.58,5-7 7-6 6-3,Leonardo Mayer,Matteo Berrettini
5,Sydney,Sydney International,2019-01-10,ATP250,Outdoor,Hard,Quarterfinals,3.0,Simon G.,Millman J.,31.0,38.0,1210.0,1083.0,7.0,5.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.8,2.0,1.83,2.11,1.87,2.17,1.8,2.02,7-5 3-6 7-6,Germain Simon,Jess Millman
4,Auckland,ASB Classic,2019-01-10,ATP250,Outdoor,Hard,Quarterfinals,3.0,Struff J.L.,Carreno Busta P.,58.0,24.0,855.0,1705.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.8,2.0,1.87,2.06,1.88,2.1,1.8,2.02,7-6 6-7 7-6,Jan Lennard Struff,Pablo Carreno Busta
4,Auckland,ASB Classic,2019-01-10,ATP250,Outdoor,Hard,Quarterfinals,3.0,Norrie C.,Fritz T.,93.0,50.0,616.0,933.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.81,2.15,1.95,2.15,1.82,2.01,7-6 6-3,Cameron Norrie,Thomas Fritz
4,Auckland,ASB Classic,2019-01-10,ATP250,Outdoor,Hard,Quarterfinals,3.0,Kohlschreiber P.,Fognini F.,34.0,13.0,1125.0,2315.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.56,2.63,1.6,2.75,1.53,2.54,6-3 6-1,Philipp Kohlschreiber,Fabio Fognini
5,Sydney,Sydney International,2019-01-10,ATP250,Outdoor,Hard,Quarterfinals,3.0,De Minaur A.,Thompson J.,29.0,72.0,1253.0,715.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.32,3.79,1.33,3.8,1.29,3.6,7-6 6-3,Alex De Minaur,Jason Thompson
5,Sydney,Sydney International,2019-01-10,ATP250,Outdoor,Hard,Quarterfinals,3.0,Seppi A.,Tsitsipas S.,37.0,15.0,1100.0,2095.0,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,3.5,1.3,3.7,1.34,3.9,1.35,3.49,1.31,4-6 6-4 6-4,Andreas Seppi,Stefanos Tsitsipas
5,Sydney,Sydney International,2019-01-10,ATP250,Outdoor,Hard,Quarterfinals,3.0,Schwartzman D.,Nishioka Y.,19.0,75.0,1880.0,701.0,6.0,1.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.1,1.78,2.19,1.8,2.2,1.74,2.11,6-1 3-6 7-6,Diego Schwartzman,Yasuo Nishioka
4,Auckland,ASB Classic,2019-01-11,ATP250,Outdoor,Hard,Semifinals,3.0,Norrie C.,Struff J.L.,93.0,58.0,616.0,855.0,7.0,5.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.61,2.3,1.69,2.32,1.71,2.38,1.64,2.27,7-5 4-6 6-3,Cameron Norrie,Jan Lennard Struff
5,Sydney,Sydney International,2019-01-11,ATP250,Outdoor,Hard,Semifinals,3.0,Seppi A.,Schwartzman D.,37.0,19.0,1100.0,1880.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.61,1.57,2.8,1.57,2.63,1.5,7-6 6-4,Andreas Seppi,Diego Schwartzman
4,Auckland,ASB Classic,2019-01-11,ATP250,Outdoor,Hard,Semifinals,3.0,Sandgren T.,Kohlschreiber P.,63.0,34.0,814.0,1125.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.02,1.45,3.1,1.47,2.9,1.42,6-4 6-2,Tennys Sandgren,Philipp Kohlschreiber
5,Sydney,Sydney International,2019-01-12,ATP250,Outdoor,Hard,Semifinals,3.0,De Minaur A.,Simon G.,29.0,31.0,1253.0,1210.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.44,3.06,1.48,3.1,1.42,2.91,6-3 6-2,Alex De Minaur,Germain Simon
5,Sydney,Sydney International,2019-01-12,ATP250,Outdoor,Hard,The Final,3.0,De Minaur A.,Seppi A.,29.0,37.0,1253.0,1100.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.39,3.35,1.4,3.5,1.36,3.22,7-5 7-6,Alex De Minaur,Andreas Seppi
4,Auckland,ASB Classic,2019-01-12,ATP250,Outdoor,Hard,The Final,3.0,Sandgren T.,Norrie C.,63.0,93.0,814.0,616.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.66,2.3,1.71,2.35,1.8,2.18,1.7,6-4 6-2,Tennys Sandgren,Cameron Norrie
6,Melbourne,Australian Open,2019-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Troicki V.,Carballes Baena R.,200.0,75.0,252.0,714.0,6.0,1.0,1.0,6.0,2.0,6.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,1.3,3.5,1.37,3.41,1.4,3.6,1.34,3.32,6-1 1-6 2-6 6-1 6-4,Viktor Troicki,Roberto Carballes Baena
6,Melbourne,Australian Open,2019-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Mcdonald M.,Rublev A.,81.0,87.0,692.0,655.0,6.0,4.0,6.0,4.0,2.0,6.0,6.0,4.0,,,3.0,1.0,Completed,3.4,1.33,3.7,1.33,3.75,1.45,3.46,1.32,6-4 6-4 2-6 6-4,Mackenzie Mcdonald,Andrey Rublev
6,Melbourne,Australian Open,2019-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Laaksonen H.,Basic M.,166.0,99.0,319.0,585.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.72,2.1,1.89,2.02,1.91,2.15,1.81,2.01,6-4 7-6 4-6 6-3,Henri Laaksonen,Mirza Basic
6,Melbourne,Australian Open,2019-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Berdych T.,Edmund K.,57.0,14.0,865.0,2150.0,6.0,3.0,6.0,0.0,7.0,5.0,,,,,3.0,0.0,Completed,1.44,2.75,1.42,3.12,1.47,3.12,1.42,2.89,6-3 6-0 7-5,Tomas Berdych,Kyle Edmund
6,Melbourne,Australian Open,2019-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Thompson J.,Lopez F.,72.0,66.0,740.0,770.0,6.0,1.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.33,3.4,1.33,3.68,1.36,3.72,1.31,3.49,6-1 7-6 6-3,Jason Thompson,Francisco Lopez
6,Melbourne,Australian Open,2019-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Ebden M.,Struff J.L.,48.0,51.0,981.0,945.0,1.0,6.0,6.0,4.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,2.3,1.61,2.43,1.63,2.5,1.66,2.37,1.6,1-6 6-4 6-3 6-4,Matthew Ebden,Jan Lennard Struff
6,Melbourne,Australian Open,2019-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Monfils G.,Dzumhur D.,33.0,47.0,1195.0,985.0,6.0,0.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,1.53,2.5,1.56,2.62,1.58,2.62,1.54,2.52,6-0 6-4 6-0,Gael Monfils,Damir Dzumhur
6,Melbourne,Australian Open,2019-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Federer R.,Istomin D.,3.0,101.0,6420.0,577.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.03,15.0,1.03,17.37,1.04,19.5,1.02,14.98,6-3 6-4 6-4,Roger Federer,Denis Istomin
6,Melbourne,Australian Open,2019-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Millman J.,Delbonis F.,37.0,80.0,1108.0,696.0,6.0,3.0,3.0,6.0,7.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.25,4.0,1.27,4.26,1.27,4.35,1.24,4.12,6-3 3-6 7-6 6-2,Jess Millman,Federico Delbonis
6,Melbourne,Australian Open,2019-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Fritz T.,Norrie C.,50.0,68.0,964.0,760.0,6.0,3.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,2.0,1.8,2.05,1.86,2.09,1.91,2.0,1.82,6-3 7-6 6-2,Thomas Fritz,Cameron Norrie
6,Melbourne,Australian Open,2019-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Bautista Agut R.,Murray A.,24.0,229.0,1605.0,220.0,6.0,4.0,6.0,4.0,6.0,7.0,6.0,7.0,6.0,2.0,3.0,2.0,Completed,1.2,4.5,1.26,4.3,1.26,5.0,1.21,4.55,6-4 6-4 6-7 6-7 6-2,Roberto Bautista Agut,Andy Murray
6,Melbourne,Australian Open,2019-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Cilic M.,Tomic B.,7.0,88.0,4160.0,655.0,6.0,2.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.25,4.0,1.27,4.17,1.3,4.34,1.25,4.0,6-2 6-4 7-6,Marin Cilic,Bernard Tomic
6,Melbourne,Australian Open,2019-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,De Minaur A.,Sousa P.,29.0,103.0,1353.0,550.0,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.04,13.0,1.05,13.93,1.07,13.93,1.05,11.2,6-4 7-5 6-4,Alex De Minaur,Pedro Sousa
6,Melbourne,Australian Open,2019-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Seppi A.,Johnson S.,35.0,34.0,1170.0,1190.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,1.8,2.0,1.89,2.02,1.9,2.05,1.84,1.98,6-4 4-6 6-4 6-3,Andreas Seppi,Steve Johnson
6,Melbourne,Australian Open,2019-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Khachanov K.,Gojowczyk P.,11.0,63.0,2835.0,805.0,3.0,6.0,6.0,3.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,1.11,6.5,1.1,8.73,1.13,8.73,1.1,7.07,3-6 6-3 6-4 6-3,Karen Khachanov,Peter Gojowczyk
6,Melbourne,Australian Open,2019-01-14,Grand Slam,Outdoor,Hard,1st Round,5.0,Nishioka Y.,Sandgren T.,69.0,41.0,758.0,1058.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.72,2.1,1.83,2.1,1.87,2.18,1.77,2.07,6-4 7-6 4-6 6-4,Yasuo Nishioka,Tennys Sandgren
